time_stamp,sensor_index,humidity,temperature,pressure,pm1.0_atm,pm2.5_atm,pm10.0_atm
2023-01-15 00:00:00+00:00,105138,30.233,59.566,1004.543,9.2245,13.11,14.921
2023-01-15 01:00:00+00:00,105138,33.166,56.967,1004.211,7.042999999999999,9.34,10.096
2023-01-15 02:00:00+00:00,105138,35.3,55.9,1003.962,8.26,10.0595,10.6795
2023-01-15 03:00:00+00:00,105138,36.983,54.578,1003.798,7.947000000000001,10.096,10.944
2023-01-15 04:00:00+00:00,105138,39.167,53.466,1003.904,8.1155,10.912,12.234
2023-01-15 05:00:00+00:00,105138,42.233,51.567,1003.21,11.85,15.4645,17.332
2023-01-15 06:00:00+00:00,105138,45.5,51.633,1002.47,12.7655,17.066,18.836
2023-01-15 07:00:00+00:00,105138,50.233,51.8,1001.953,11.193,15.262,16.9655
2023-01-15 08:00:00+00:00,105138,56.034,51.0,1001.69,10.1695,13.778,15.2805
2023-01-15 09:00:00+00:00,105138,60.6,51.0,1001.332,10.6355,14.125,15.706
2023-01-15 10:00:00+00:00,105138,64.567,51.0,1000.79,13.659,17.5185,19.5015
2023-01-15 11:00:00+00:00,105138,67.167,51.0,1000.665,12.1105,16.179499999999997,17.843
2023-01-15 12:00:00+00:00,105138,68.7,50.966,1000.559,10.5455,14.909,16.472
2023-01-15 13:00:00+00:00,105138,69.3,50.267,1000.417,11.828,17.3335,20.1095
2023-01-15 14:00:00+00:00,105138,70.166,52.034,1000.438,14.2925,21.0415,24.541
2023-01-15 15:00:00+00:00,105138,64.133,57.5,1000.426,11.99,17.4045,20.269
2023-01-15 16:00:00+00:00,105138,56.433,63.1,999.897,6.282,8.7575,9.628
2023-01-15 17:00:00+00:00,105138,49.133,68.9,998.071,3.802,5.3295,7.135999999999999
2023-01-15 18:00:00+00:00,105138,44.7,71.5,996.403,3.717,4.832,6.117
2023-01-15 19:00:00+00:00,105138,42.334,73.8,994.701,3.43,4.4335,5.1745
2023-01-15 20:00:00+00:00,105138,43.033,73.267,993.993,3.691,4.9025,5.744999999999999
2023-01-15 21:00:00+00:00,105138,43.466,73.666,992.983,3.748,4.8685,5.624499999999999
2023-01-15 22:00:00+00:00,105138,45.667,72.9,993.038,4.2405,5.548500000000001,6.4385
2023-01-15 23:00:00+00:00,105138,48.233,71.434,992.481,4.874,6.26,7.188000000000001
2023-01-16 00:00:00+00:00,105138,50.767,70.034,992.718,5.073,6.603,7.830500000000001
2023-01-16 01:00:00+00:00,105138,51.0,70.5,993.427,4.4735,5.8,6.974
2023-01-16 02:00:00+00:00,105138,51.166,70.0,992.928,3.5035,4.684,5.7675
2023-01-16 03:00:00+00:00,105138,52.267,70.0,993.135,2.9605,4.013,5.077
2023-01-16 04:00:00+00:00,105138,53.734,69.3,993.217,2.8795,3.862,5.0185
2023-01-16 05:00:00+00:00,105138,56.534,68.934,992.841,2.9720000000000004,4.011,5.313000000000001
2023-01-16 06:00:00+00:00,105138,59.0,68.966,992.693,3.16,4.3225,5.849
2023-01-16 07:00:00+00:00,105138,60.7,68.9,992.358,3.0605,4.279,5.7075
2023-01-16 08:00:00+00:00,105138,61.2,68.633,992.712,3.315,4.6935,6.246
2023-01-16 09:00:00+00:00,105138,61.433,68.267,992.822,3.5235,4.9765,6.7635000000000005
2023-01-16 10:00:00+00:00,105138,62.4,68.0,992.742,3.982,5.498,6.875
2023-01-16 11:00:00+00:00,105138,63.666,68.0,992.552,5.123,6.8515,8.313
2023-01-16 12:00:00+00:00,105138,63.766,68.0,993.026,5.868,7.925000000000001,9.6
2023-01-16 13:00:00+00:00,105138,64.0,68.0,993.606,6.000500000000001,8.0095,9.597
2023-01-16 14:00:00+00:00,105138,62.767,68.466,994.301,6.352,8.546,10.1095
2023-01-16 15:00:00+00:00,105138,58.367,70.666,994.476,6.4945,8.802,10.3505
2023-01-16 16:00:00+00:00,105138,53.166,73.2,994.775,6.769,8.9905,10.4845
2023-01-16 17:00:00+00:00,105138,46.966,76.067,994.225,6.526,8.8545,10.4475
2023-01-16 18:00:00+00:00,105138,41.1,77.9,993.205,6.018,8.228,9.6905
2023-01-16 19:00:00+00:00,105138,33.133,80.267,991.877,4.4655000000000005,6.131500000000001,7.2985
2023-01-16 20:00:00+00:00,105138,28.267,81.733,991.162,3.7735,5.0725,5.962
2023-01-16 21:00:00+00:00,105138,27.0,81.334,990.917,6.5575,9.239,11.3055
2023-01-16 22:00:00+00:00,105138,26.034,79.733,990.849,10.1715,15.0375,18.3795
2023-01-16 23:00:00+00:00,105138,26.233,77.133,991.06,5.8935,8.0345,9.531
2023-01-17 00:00:00+00:00,105138,31.167,72.7,991.481,7.4605,10.8215,13.181
2023-01-17 01:00:00+00:00,105138,37.067,69.133,991.885,17.703000000000003,28.0795,36.129000000000005
2023-01-17 02:00:00+00:00,105138,41.133,66.166,992.181,15.8735,24.511,32.506
2023-01-17 03:00:00+00:00,105138,45.967,62.8,992.259,8.746,12.059,15.185
2023-01-17 04:00:00+00:00,105138,53.567,59.966,992.512,7.552999999999999,10.2525,12.039
2023-01-17 05:00:00+00:00,105138,56.967,58.867,992.706,7.971500000000001,10.485,11.871
2023-01-17 06:00:00+00:00,105138,60.0,57.8,992.663,8.828,11.934,13.6805
2023-01-17 07:00:00+00:00,105138,60.5,57.067,992.516,8.5525,11.654,13.25
2023-01-17 08:00:00+00:00,105138,63.1,55.4,992.653,9.1905,12.7495,14.656
2023-01-17 09:00:00+00:00,105138,60.834,55.133,992.478,7.7075,10.7675,12.2915
2023-01-17 10:00:00+00:00,105138,63.4,54.533,992.394,7.887,10.9195,12.3625
2023-01-17 11:00:00+00:00,105138,64.533,54.767,992.842,7.203,9.986999999999998,11.402
2023-01-17 12:00:00+00:00,105138,61.267,54.4,993.417,6.238,8.6495,10.3735
2023-01-17 13:00:00+00:00,105138,65.1,52.9,993.887,7.6975,10.623,12.1565
2023-01-17 14:00:00+00:00,105138,62.3,55.766,994.456,6.899,9.585,11.3115
2023-01-17 15:00:00+00:00,105138,48.767,64.466,994.97,6.0195,8.253,10.114
2023-01-17 16:00:00+00:00,105138,32.933,74.0,995.159,1.7315,2.161,2.6975
2023-01-17 17:00:00+00:00,105138,27.767,78.1,994.511,1.752,2.1275,2.6045
2023-01-17 18:00:00+00:00,105138,25.133,81.233,993.34,2.805,3.092,3.5
2023-01-17 19:00:00+00:00,105138,23.233,83.133,992.216,1.8465,2.2275,2.7055
2023-01-17 20:00:00+00:00,105138,20.5,85.867,991.364,1.785,2.23,2.7425
