time_stamp,sensor_index,humidity,temperature,pressure,pm1.0_atm,pm2.5_atm,pm10.0_atm
2023-01-15 00:00:00+00:00,99271,26.2,62.1,999.939,2.136,3.292,3.7095
2023-01-15 01:00:00+00:00,99271,27.767,60.867,999.699,2.966,4.27,4.71
2023-01-15 02:00:00+00:00,99271,29.3,60.0,999.51,6.0495,8.2235,8.780000000000001
2023-01-15 03:00:00+00:00,99271,30.5,58.967,999.33,5.8815,8.0075,8.5015
2023-01-15 04:00:00+00:00,99271,32.267,58.033,999.235,5.7645,7.7935,8.2305
2023-01-15 05:00:00+00:00,99271,35.1,57.133,998.185,5.382,7.374,7.895
2023-01-15 06:00:00+00:00,99271,40.5,55.867,997.641,6.128,8.383500000000002,8.81
2023-01-15 07:00:00+00:00,99271,45.433,55.1,997.349,8.708,11.8475,12.4575
2023-01-15 08:00:00+00:00,99271,51.066,54.667,997.244,10.892,14.759,15.6255
2023-01-15 09:00:00+00:00,99271,57.133,54.034,996.622,9.8255,13.529,14.3205
2023-01-15 10:00:00+00:00,99271,57.666,53.166,996.139,10.7075,14.646999999999998,15.5945
2023-01-15 11:00:00+00:00,99271,62.633,52.533,995.954,6.741,9.5735,10.1445
2023-01-15 12:00:00+00:00,99271,65.0,51.7,995.907,6.5760000000000005,9.669,10.3085
2023-01-15 13:00:00+00:00,99271,66.3,51.2,995.919,7.681,11.252,11.9405
2023-01-15 14:00:00+00:00,99271,66.367,52.7,995.909,8.6365,12.7435,13.5755
2023-01-15 15:00:00+00:00,99271,60.067,57.767,995.951,7.8605,11.472,12.111
2023-01-15 16:00:00+00:00,99271,51.2,64.433,995.356,3.8285,5.6905,6.086
2023-01-15 17:00:00+00:00,99271,49.133,66.8,993.699,0.638,1.3279999999999998,1.7715
2023-01-15 18:00:00+00:00,99271,48.133,67.534,992.061,0.8595,1.5935,2.078
2023-01-15 19:00:00+00:00,99271,44.867,70.666,990.546,0.8420000000000001,1.5565,1.9835
2023-01-15 20:00:00+00:00,99271,42.8,71.233,989.637,1.2515,2.0885,2.5605
2023-01-15 21:00:00+00:00,99271,42.0,72.7,988.628,1.957,3.004,3.4595
2023-01-15 22:00:00+00:00,99271,43.633,72.0,988.542,0.901,1.723,2.164
2023-01-15 23:00:00+00:00,99271,44.834,71.5,987.817,1.29,2.1835,2.6615
2023-01-16 00:00:00+00:00,99271,46.966,71.0,988.605,1.789,2.865,3.3920000000000003
2023-01-16 01:00:00+00:00,99271,48.133,70.934,988.918,1.9645,3.0655,3.714
2023-01-16 02:00:00+00:00,99271,49.834,70.2,988.365,1.3795000000000002,2.3735,3.061
2023-01-16 03:00:00+00:00,99271,51.367,69.9,989.051,0.819,1.6685,2.345
2023-01-16 04:00:00+00:00,99271,52.767,69.233,989.033,0.8195,2.014,3.464
2023-01-16 05:00:00+00:00,99271,55.067,68.934,988.904,0.542,1.3795,2.1895
2023-01-16 06:00:00+00:00,99271,57.0,68.434,988.642,0.5145,1.3115,2.123
2023-01-16 07:00:00+00:00,99271,58.3,68.4,988.574,0.766,1.745,2.6355
2023-01-16 08:00:00+00:00,99271,59.533,68.0,988.502,0.782,1.6,2.37
2023-01-16 09:00:00+00:00,99271,59.566,68.0,988.389,1.064,2.008,2.787
2023-01-16 10:00:00+00:00,99271,60.067,67.867,988.468,1.2605,2.3475,3.162
2023-01-16 11:00:00+00:00,99271,60.4,68.033,988.516,1.661,2.849,3.7905
2023-01-16 12:00:00+00:00,99271,60.466,67.833,988.964,2.3865,3.6985,4.7175
2023-01-16 13:00:00+00:00,99271,61.466,67.333,989.667,3.1335,4.642,5.67
2023-01-16 14:00:00+00:00,99271,60.367,67.967,990.248,3.6225,5.237,6.2035
2023-01-16 15:00:00+00:00,99271,56.334,69.4,990.457,3.097,4.521,5.397
2023-01-16 16:00:00+00:00,99271,51.167,71.433,990.584,2.591,3.956,4.763999999999999
2023-01-16 17:00:00+00:00,99271,44.433,74.1,990.137,1.981,3.2395,3.96
2023-01-16 18:00:00+00:00,99271,37.4,76.1,989.067,1.1045,1.9715,2.604
2023-01-16 19:00:00+00:00,99271,32.367,77.633,987.879,0.543,1.217,1.7505000000000002
2023-01-16 20:00:00+00:00,99271,29.867,78.3,987.192,0.3904999999999999,0.933,1.4035
2023-01-16 21:00:00+00:00,99271,28.267,78.666,986.783,0.349,0.8354999999999999,1.302
