time_stamp,sensor_index,humidity,temperature,pressure,pm1.0_atm,pm2.5_atm,pm10.0_atm
2023-01-15 00:00:00+00:00,99297,32.867,58.633,651.741,2.016,3.63,4.4245
2023-01-15 01:00:00+00:00,99297,35.167,57.5,651.053,3.8715,5.4405,6.599
2023-01-15 02:00:00+00:00,99297,37.334,56.567,650.472,5.963,8.6515,10.0955
2023-01-15 03:00:00+00:00,99297,39.2,55.6,649.952,6.1295,8.886,10.446000000000002
2023-01-15 04:00:00+00:00,99297,41.167,55.0,649.553,5.8535,8.767,10.4665
2023-01-15 05:00:00+00:00,99297,46.533,53.934,648.956,5.647,8.439,9.7385
2023-01-15 06:00:00+00:00,99297,62.934,52.334,647.995,6.6925,9.801,11.2965
2023-01-15 07:00:00+00:00,99297,86.267,51.233,647.421,9.5335,13.712,15.5205
2023-01-15 08:00:00+00:00,99297,100.0,51.034,647.315,11.116,16.31,19.1655
2023-01-15 09:00:00+00:00,99297,100.0,50.834,647.138,10.215,14.9305,17.6615
2023-01-15 10:00:00+00:00,99297,100.0,48.434,645.798,10.4995,15.2985,17.302500000000002
2023-01-15 11:00:00+00:00,99297,100.0,48.0,645.598,7.634499999999999,11.5715,13.101
2023-01-15 12:00:00+00:00,99297,100.0,47.567,645.29,7.455,11.5925,13.667
2023-01-15 13:00:00+00:00,99297,100.0,46.966,644.818,8.692499999999999,13.6325,15.9685
2023-01-15 14:00:00+00:00,99297,100.0,48.666,645.927,10.289,15.933,18.8105
2023-01-15 15:00:00+00:00,99297,100.0,53.6,648.819,9.1075,14.1475,16.6585
2023-01-15 16:00:00+00:00,99297,100.0,59.7,652.393,5.119,8.203,9.8065
2023-01-15 17:00:00+00:00,99297,99.233,64.2,654.986,3.873,6.7315000000000005,9.2245
2023-01-15 18:00:00+00:00,99297,97.367,65.0,655.499,1.6765,3.3200000000000003,4.549
2023-01-15 19:00:00+00:00,99297,84.6,68.367,657.507,3.979,6.8855,9.6225
2023-01-15 20:00:00+00:00,99297,74.534,69.233,658.002,2.298,4.1235,5.568
2023-01-15 21:00:00+00:00,99297,71.867,70.6,658.779,2.7575000000000003,4.656499999999999,6.216
2023-01-15 22:00:00+00:00,99297,78.9,69.533,658.219,2.1705,3.7725,5.368
2023-01-15 23:00:00+00:00,99297,86.367,68.666,657.648,2.2645,3.999,5.334
2023-01-16 00:00:00+00:00,99297,95.9,68.034,657.271,3.4925,5.67,7.483
2023-01-16 01:00:00+00:00,99297,99.566,67.633,657.037,2.6045,4.481,6.109
2023-01-16 02:00:00+00:00,99297,100.0,67.0,656.764,1.9095,3.564,5.458
2023-01-16 03:00:00+00:00,99297,100.0,67.2,656.851,1.56,3.3675,5.391500000000001
2023-01-16 04:00:00+00:00,99297,100.0,66.967,656.587,1.0665,2.625,4.7315000000000005
2023-01-16 05:00:00+00:00,99297,100.0,66.1,656.188,0.9815,2.4575,4.2995
2023-01-16 06:00:00+00:00,99297,100.0,65.534,655.814,0.9825,2.353,4.3100000000000005
2023-01-16 07:00:00+00:00,99297,100.0,65.9,656.045,1.265,2.901,5.0495
2023-01-16 08:00:00+00:00,99297,100.0,65.767,655.929,1.4345,3.1735,5.223000000000001
2023-01-16 09:00:00+00:00,99297,100.0,65.467,655.772,1.442,3.1065,5.1795
2023-01-16 10:00:00+00:00,99297,100.0,65.3,655.679,1.726,3.55,5.718
2023-01-16 11:00:00+00:00,99297,100.0,65.267,655.694,2.0455,4.017,6.194
2023-01-16 12:00:00+00:00,99297,100.0,65.0,655.519,2.8395,5.0965,7.5315
2023-01-16 13:00:00+00:00,99297,100.0,64.933,655.429,3.542,6.0785,8.8325
2023-01-16 14:00:00+00:00,99297,100.0,65.767,655.942,3.5825,5.9435,8.216000000000001
2023-01-16 15:00:00+00:00,99297,100.0,67.2,656.802,2.856,4.9395,6.892
2023-01-16 16:00:00+00:00,99297,99.666,69.3,658.082,3.1475,5.5785,8.065000000000001
