time_stamp,sensor_index,humidity,temperature,pressure,pm1.0_atm,pm2.5_atm,pm10.0_atm
2023-01-15 00:00:00+00:00,80533,94.0,71.0,583.92,4.521,6.3925,6.856
2023-01-15 01:00:00+00:00,80533,94.0,71.0,583.92,4.57,6.624,7.0415
2023-01-15 02:00:00+00:00,80533,94.0,71.0,583.92,5.2330000000000005,7.465999999999999,7.929
2023-01-15 03:00:00+00:00,80533,94.0,71.0,583.92,7.032500000000001,9.975,10.652
2023-01-15 04:00:00+00:00,80533,94.0,71.0,583.92,7.990500000000001,11.2365,11.9205
2023-01-15 05:00:00+00:00,80533,94.0,71.0,583.92,9.082,13.08,14.162
2023-01-15 06:00:00+00:00,80533,94.0,71.0,583.92,11.804,17.0655,18.152
2023-01-15 07:00:00+00:00,80533,94.0,71.0,583.92,12.0005,17.4635,18.579
2023-01-15 08:00:00+00:00,80533,94.0,71.0,583.92,10.107,14.7935,15.8815
2023-01-15 09:00:00+00:00,80533,94.0,71.0,583.92,8.106,11.928999999999998,12.7975
2023-01-15 10:00:00+00:00,80533,94.0,71.0,583.92,6.779,10.0105,10.8685
2023-01-15 11:00:00+00:00,80533,94.0,71.0,583.92,6.5175,9.941,10.8325
2023-01-15 12:00:00+00:00,80533,94.0,71.0,583.92,7.9985,12.535,13.596
2023-01-15 13:00:00+00:00,80533,94.0,71.0,583.92,9.267,14.5145,15.992
2023-01-15 14:00:00+00:00,80533,94.0,71.0,583.92,11.14,17.533,19.035
2023-01-15 15:00:00+00:00,80533,94.0,71.0,583.92,9.8375,15.7225,17.223
2023-01-15 16:00:00+00:00,80533,94.0,71.0,583.92,6.1975,9.821,10.783
2023-01-15 17:00:00+00:00,80533,94.0,71.0,583.92,2.3355,3.887,4.298
2023-01-15 18:00:00+00:00,80533,94.0,71.0,583.92,1.3655,2.488,2.8345
2023-01-15 19:00:00+00:00,80533,94.0,71.0,583.92,1.6525,2.827,3.192
2023-01-15 20:00:00+00:00,80533,94.0,71.0,583.92,1.9125,3.155,3.4925
2023-01-15 21:00:00+00:00,80533,94.0,71.0,583.92,1.974,3.182,3.516
2023-01-15 22:00:00+00:00,80533,94.0,71.0,583.92,2.448,3.8305,4.187
2023-01-15 23:00:00+00:00,80533,94.0,71.0,583.92,3.0755,4.705,5.109500000000001
2023-01-16 00:00:00+00:00,80533,94.0,71.0,583.92,4.0415,5.9225,6.3245000000000005
2023-01-16 01:00:00+00:00,80533,94.0,71.0,583.92,3.4195,5.081,5.6080000000000005
2023-01-16 02:00:00+00:00,80533,94.0,71.0,583.92,2.35,3.7995,4.25
2023-01-16 03:00:00+00:00,80533,94.0,71.0,583.92,1.576,2.845,3.271
2023-01-16 04:00:00+00:00,80533,94.0,71.0,583.92,1.237,2.332,2.7805
2023-01-16 05:00:00+00:00,80533,94.0,71.0,583.92,1.2735,2.33,2.782
2023-01-16 06:00:00+00:00,80533,94.0,71.0,583.92,1.3145,2.5035,2.911
2023-01-16 07:00:00+00:00,80533,94.0,71.0,583.92,1.478,2.7265,3.096
2023-01-16 08:00:00+00:00,80533,94.0,71.0,583.92,1.6755,3.0665,3.626
2023-01-16 09:00:00+00:00,80533,94.0,71.0,583.92,1.962,3.3745,3.8305
2023-01-16 10:00:00+00:00,80533,94.0,71.0,583.92,2.4615,3.9955,4.46
2023-01-16 11:00:00+00:00,80533,94.0,71.0,583.92,3.672,5.6005,6.231999999999999
2023-01-16 12:00:00+00:00,80533,94.0,71.0,583.92,4.5095,6.7395,7.453
2023-01-16 13:00:00+00:00,80533,94.0,71.0,583.92,5.279,7.891500000000001,8.591
2023-01-16 14:00:00+00:00,80533,94.0,71.0,583.92,5.116,7.8095,8.554
2023-01-16 15:00:00+00:00,80533,94.0,71.0,583.92,5.199,7.7545,8.3765
2023-01-16 16:00:00+00:00,80533,94.0,71.0,583.92,5.5585,8.1485,8.8365
2023-01-16 17:00:00+00:00,80533,94.0,71.0,583.92,5.1585,7.699999999999999,8.282499999999999
2023-01-16 18:00:00+00:00,80533,94.0,71.0,583.92,4.612,6.8155,7.36
2023-01-16 19:00:00+00:00,80533,94.0,71.0,583.92,3.7375,5.619,6.1080000000000005
2023-01-16 20:00:00+00:00,80533,94.0,71.0,583.92,1.0875,1.948,2.253
2023-01-16 21:00:00+00:00,80533,94.0,71.0,583.92,1.4420000000000002,2.4655,2.746
2023-01-16 22:00:00+00:00,80533,94.0,71.0,583.92,1.6694999999999998,2.824,3.1695
2023-01-16 23:00:00+00:00,80533,94.0,71.0,583.92,1.2495,2.111,2.42
2023-01-17 00:00:00+00:00,80533,94.0,71.0,583.92,2.229,3.468,3.7645
2023-01-17 01:00:00+00:00,80533,94.0,71.0,583.92,6.244,9.0035,9.6535
2023-01-17 02:00:00+00:00,80533,94.0,71.0,583.92,7.215,10.1505,10.8385
2023-01-17 03:00:00+00:00,80533,94.0,71.0,583.92,6.452,9.1855,10.007
2023-01-17 04:00:00+00:00,80533,94.0,71.0,583.92,8.692,12.465,13.2515
2023-01-17 05:00:00+00:00,80533,94.0,71.0,583.92,4.523,6.5805,7.074999999999999
2023-01-17 06:00:00+00:00,80533,94.0,71.0,583.92,4.7455,7.064,7.7325
2023-01-17 07:00:00+00:00,80533,94.0,71.0,583.92,4.4350000000000005,6.4955,7.0275
2023-01-17 08:00:00+00:00,80533,94.0,71.0,583.92,4.51,6.6135,7.1535
2023-01-17 09:00:00+00:00,80533,94.0,71.0,583.92,3.5465,5.4135,5.8435
2023-01-17 10:00:00+00:00,80533,94.0,71.0,583.92,2.1135,3.4465,3.834
2023-01-17 11:00:00+00:00,80533,94.0,71.0,583.92,1.7755,3.0035,3.372
2023-01-17 12:00:00+00:00,80533,94.0,71.0,583.92,1.5895,2.765,3.0775
2023-01-17 13:00:00+00:00,80533,94.0,71.0,583.92,1.6455000000000002,2.794,3.175
2023-01-17 14:00:00+00:00,80533,94.0,71.0,583.92,1.7385000000000002,3.0345,3.5075000000000003
2023-01-17 15:00:00+00:00,80533,94.0,71.0,583.92,1.1515,2.23,2.6255
2023-01-17 16:00:00+00:00,80533,94.0,71.0,583.92,0.9155,1.9225,2.2715
2023-01-17 17:00:00+00:00,80533,94.0,71.0,583.92,0.8015,1.58,1.802
2023-01-17 18:00:00+00:00,80533,94.0,71.0,583.92,1.02,1.819,2.0635
2023-01-17 19:00:00+00:00,80533,94.0,71.0,583.92,1.2555,2.1115,2.41
2023-01-17 20:00:00+00:00,80533,94.0,71.0,583.92,0.0715,0.431,0.612
2023-01-17 21:00:00+00:00,80533,94.0,71.0,583.92,0.1245,0.5595,0.7325
2023-01-17 22:00:00+00:00,80533,94.0,71.0,583.92,0.0375,0.3725,0.4875
2023-01-17 23:00:00+00:00,80533,94.0,71.0,583.92,0.6515,1.3205,1.511
2023-01-18 00:00:00+00:00,80533,94.0,71.0,583.92,2.188,3.3885,3.7095
2023-01-18 01:00:00+00:00,80533,94.0,71.0,583.92,3.2775,5.0855,5.4505
2023-01-18 02:00:00+00:00,80533,94.0,71.0,583.92,10.8625,17.0265,18.4155
2023-01-18 03:00:00+00:00,80533,94.0,71.0,583.92,15.1895,24.3775,26.5665
2023-01-18 04:00:00+00:00,80533,94.0,71.0,583.92,18.424,30.1975,34.227
2023-01-18 05:00:00+00:00,80533,94.0,71.0,583.92,19.6445,32.0205,37.0305
2023-01-18 06:00:00+00:00,80533,94.0,71.0,583.92,20.024,32.797,38.22
2023-01-18 07:00:00+00:00,80533,94.0,71.0,583.92,20.6325,33.837,39.8855
2023-01-18 08:00:00+00:00,80533,94.0,71.0,583.92,20.312,33.6875,39.805
2023-01-18 09:00:00+00:00,80533,94.0,71.0,583.92,19.992,33.0865,38.849500000000006
2023-01-18 10:00:00+00:00,80533,94.0,71.0,583.92,20.411,33.9695,40.1675
2023-01-18 11:00:00+00:00,80533,94.0,71.0,583.92,22.0665,36.898,44.7515
2023-01-18 12:00:00+00:00,80533,94.0,71.0,583.92,23.3935,39.076,47.988
2023-01-18 13:00:00+00:00,80533,94.0,71.0,583.92,11.4035,19.1805,22.739
2023-01-18 14:00:00+00:00,80533,94.0,71.0,583.92,0.491,1.21,1.4915
2023-01-18 15:00:00+00:00,80533,94.0,71.0,583.92,0.49,1.1765,1.386
2023-01-18 16:00:00+00:00,80533,94.0,71.0,583.92,0.592,1.336,1.529
2023-01-18 17:00:00+00:00,80533,94.0,71.0,583.92,0.7075,1.5245,1.779
2023-01-18 18:00:00+00:00,80533,94.0,71.0,583.92,0.703,1.5045,1.7635
2023-01-18 19:00:00+00:00,80533,94.0,71.0,583.92,0.299,0.902,1.1235
2023-01-18 20:00:00+00:00,80533,94.0,71.0,583.92,0.048,0.247,0.3725
2023-01-18 21:00:00+00:00,80533,94.0,71.0,583.92,0.026,0.1755,0.2685
2023-01-18 22:00:00+00:00,80533,94.0,71.0,583.92,0.0415,0.138,0.2055
2023-01-18 23:00:00+00:00,80533,94.0,71.0,583.92,0.0195,0.136,0.2605
2023-01-19 00:00:00+00:00,80533,94.0,71.0,583.92,1.1955,2.061,2.2945
