time_stamp,sensor_index,humidity,temperature,pressure,pm1.0_atm,pm2.5_atm,pm10.0_atm
2023-01-15 00:00:00+00:00,123353,27.3,62.334,1003.908,0.0015,0.157,0.354
2023-01-15 01:00:00+00:00,123353,29.933,60.0,1003.505,0.0005,0.1945,0.3645
2023-01-15 02:00:00+00:00,123353,32.067,58.367,1003.214,0.1385,0.945,1.2075
2023-01-15 03:00:00+00:00,123353,33.666,57.4,1003.135,0.7404999999999999,2.9805,3.2915
2023-01-15 04:00:00+00:00,123353,35.433,56.166,1003.107,1.699,4.1125,4.434
2023-01-15 05:00:00+00:00,123353,37.934,55.0,1002.356,3.8545,7.207,7.858
2023-01-15 06:00:00+00:00,123353,41.067,54.367,1001.664,5.164,9.5095,10.7305
2023-01-15 07:00:00+00:00,123353,45.633,53.867,1001.171,4.987,9.2125,10.4305
2023-01-15 08:00:00+00:00,123353,51.1,53.067,1000.822,3.987,7.657999999999999,8.334
2023-01-15 09:00:00+00:00,123353,55.7,53.0,1000.488,2.6625,5.776,6.256
2023-01-15 10:00:00+00:00,123353,60.166,52.666,999.955,1.2465,4.1775,4.625
2023-01-15 11:00:00+00:00,123353,62.767,52.9,999.802,1.9845,5.337,5.907
2023-01-15 12:00:00+00:00,123353,64.334,52.933,999.807,3.6335,7.776499999999999,8.8925
2023-01-15 13:00:00+00:00,123353,64.767,52.767,999.658,5.2365,11.891,13.783
2023-01-15 14:00:00+00:00,123353,65.466,53.2,999.757,6.973,17.4215,18.8295
2023-01-15 15:00:00+00:00,123353,61.467,57.966,999.812,6.3255,15.324,16.8615
2023-01-15 16:00:00+00:00,123353,48.766,67.8,999.371,0.639,2.774,3.1355
2023-01-15 17:00:00+00:00,123353,41.567,73.666,997.739,0.005,0.104,0.253
2023-01-15 18:00:00+00:00,123353,41.533,73.5,995.94,0.0,0.009,0.02
2023-01-15 19:00:00+00:00,123353,39.867,75.067,994.361,0.0,0.009,0.0569999999999999
2023-01-15 20:00:00+00:00,123353,39.734,75.334,993.545,0.0,0.021,0.0765
2023-01-15 21:00:00+00:00,123353,40.166,75.8,992.587,0.0,0.0575,0.147
2023-01-15 22:00:00+00:00,123353,42.367,74.666,992.583,0.0035,0.162,0.309
2023-01-15 23:00:00+00:00,123353,45.3,73.167,991.976,0.012,0.3745,0.596
2023-01-16 00:00:00+00:00,123353,47.433,72.2,992.362,0.0545,0.6675,1.007
2023-01-16 01:00:00+00:00,123353,47.166,72.733,992.938,0.002,0.322,0.607
2023-01-16 02:00:00+00:00,123353,48.034,72.066,992.457,0.004,0.099,0.211
2023-01-16 03:00:00+00:00,123353,48.8,71.7,992.673,0.0025,0.03,0.133
2023-01-16 04:00:00+00:00,123353,50.266,71.0,992.793,0.002,0.013,0.0485
2023-01-16 05:00:00+00:00,123353,52.933,71.0,992.552,0.002,0.0325,0.1095
2023-01-16 06:00:00+00:00,123353,55.133,70.833,992.402,0.0,0.029,0.113
2023-01-16 07:00:00+00:00,123353,56.534,70.567,992.044,0.0045,0.0875,0.193
2023-01-16 08:00:00+00:00,123353,57.0,70.4,992.522,0.0015,0.105,0.303
2023-01-16 09:00:00+00:00,123353,57.067,70.4,992.525,0.0069999999999999,0.1595,0.3485
2023-01-16 10:00:00+00:00,123353,57.767,70.0,992.448,0.045,0.4285,0.758
2023-01-16 11:00:00+00:00,123353,59.234,69.733,992.268,0.2199999999999999,1.5895,2.0365
2023-01-16 12:00:00+00:00,123353,59.434,69.8,992.707,0.3025,2.224,2.629
2023-01-16 13:00:00+00:00,123353,59.367,69.767,993.3,1.065,3.4975,4.02
2023-01-16 14:00:00+00:00,123353,58.1,70.3,993.993,2.3335,5.298,5.966
2023-01-16 15:00:00+00:00,123353,53.967,72.166,994.227,1.92,4.641500000000001,5.2135
