time_stamp,sensor_index,humidity,temperature,pressure,pm1.0_atm,pm2.5_atm,pm10.0_atm
2023-01-15 00:00:00+00:00,16271,26.684,64.066,996.16,1.7845,2.7145,3.0135
2023-01-15 01:00:00+00:00,16271,29.4,62.3,995.809,4.6315,6.446,6.98
2023-01-15 02:00:00+00:00,16271,30.4,61.6,995.653,6.713000000000001,9.249,9.857
2023-01-15 03:00:00+00:00,16271,31.5,60.834,995.556,5.565,7.651499999999999,8.217500000000001
2023-01-15 04:00:00+00:00,16271,32.367,59.966,995.289,5.3325,7.393000000000001,7.9175
2023-01-15 05:00:00+00:00,16271,35.834,58.433,994.456,5.167999999999999,7.226,7.8125
2023-01-15 06:00:00+00:00,16271,43.7,57.267,993.708,6.355499999999999,8.9115,9.5835
2023-01-15 07:00:00+00:00,16271,49.334,57.033,993.36,8.7625,12.2575,12.9755
2023-01-15 08:00:00+00:00,16271,53.734,56.133,993.266,9.764,14.0395,14.977
2023-01-15 09:00:00+00:00,16271,60.0,55.367,992.716,8.495,12.6385,13.463
2023-01-15 10:00:00+00:00,16271,63.156,55.041,992.149,8.3345,12.107,12.8175
2023-01-15 11:00:00+00:00,16271,65.633,55.0,992.021,7.516,10.965,11.6845
2023-01-15 12:00:00+00:00,16271,66.666,55.067,992.016,6.688,10.035,10.808
2023-01-15 13:00:00+00:00,16271,66.733,55.933,991.902,6.0425,9.334499999999998,10.1475
2023-01-15 14:00:00+00:00,16271,63.5,58.567,991.958,5.359,8.379,8.926
2023-01-15 15:00:00+00:00,16271,56.767,62.834,991.962,3.702,5.772,6.176
2023-01-15 16:00:00+00:00,16271,52.433,67.0,991.489,2.005,3.228,3.5435
2023-01-15 17:00:00+00:00,16271,51.558,67.817,989.994,1.3255,2.199,2.524
2023-01-15 18:00:00+00:00,16271,49.666,69.767,988.17,1.2365,2.038,2.311
2023-01-15 19:00:00+00:00,16271,43.992,74.291,986.723,1.3315,2.232,2.5405
2023-01-15 20:00:00+00:00,16271,43.742,73.592,985.802,1.5635,2.4895,2.8895
2023-01-15 21:00:00+00:00,16271,42.033,75.567,984.861,1.606,2.5845,2.91
2023-01-15 22:00:00+00:00,16271,43.683,73.925,984.88,1.33,2.201,2.622
2023-01-15 23:00:00+00:00,16271,45.534,72.867,984.172,1.7765,2.8635,3.3105
2023-01-16 00:00:00+00:00,16271,48.4,72.034,985.008,1.914,3.0785,3.601
2023-01-16 01:00:00+00:00,16271,49.834,72.1,985.167,1.902,3.0545,3.6020000000000003
2023-01-16 02:00:00+00:00,16271,52.166,71.233,984.736,1.6960000000000002,2.8255,3.374
2023-01-16 03:00:00+00:00,16271,53.534,71.0,985.401,1.755,2.9165,3.4525
2023-01-16 04:00:00+00:00,16271,55.367,70.267,985.435,1.418,2.507,3.1095
