time_stamp,sensor_index,humidity,temperature,pressure,pm1.0_atm,pm2.5_atm,pm10.0_atm
2023-01-15 00:00:00+00:00,27891,25.4,64.867,1004.255,2.178,4.1455,5.627000000000001
2023-01-15 01:00:00+00:00,27891,27.2,62.733,1003.807,3.1125,5.002000000000001,5.9055
2023-01-15 02:00:00+00:00,27891,29.2,61.4,1003.591,4.516500000000001,7.3685,9.0935
2023-01-15 03:00:00+00:00,27891,30.8,60.0,1003.483,4.0665,5.8505,6.388
2023-01-15 04:00:00+00:00,27891,31.466,59.233,1003.399,4.324,6.2215,6.7445
2023-01-15 05:00:00+00:00,27891,33.733,57.933,1002.667,4.869,7.0335,7.7125
2023-01-15 06:00:00+00:00,27891,37.367,56.334,1002.054,6.1635,9.285,10.225
2023-01-15 07:00:00+00:00,27891,42.6,55.166,1001.587,7.409000000000001,11.1415,12.114
2023-01-15 08:00:00+00:00,27891,48.833,55.2,1001.361,6.3385,9.7295,10.716
2023-01-15 09:00:00+00:00,27891,53.3,55.034,1000.872,5.0865,7.8285,8.744
2023-01-15 10:00:00+00:00,27891,57.133,55.0,1000.328,3.816,6.0135000000000005,6.715999999999999
2023-01-15 11:00:00+00:00,27891,58.567,54.3,1000.204,4.4745,7.186,8.361
2023-01-15 12:00:00+00:00,27891,61.334,53.567,1000.219,5.4615,8.863,10.1225
2023-01-15 13:00:00+00:00,27891,62.7,53.6,1000.085,7.2075,11.887,13.395
2023-01-15 14:00:00+00:00,27891,59.1,57.4,1000.044,6.9345,11.391,12.748
2023-01-15 15:00:00+00:00,27891,48.2,66.1,1000.043,5.5065,8.7565,9.649
2023-01-15 16:00:00+00:00,27891,43.233,71.133,999.568,2.7935,4.3355,4.781000000000001
2023-01-15 17:00:00+00:00,27891,41.667,73.534,997.97,0.8545,1.626,2.0025
2023-01-15 18:00:00+00:00,27891,42.566,72.733,996.273,0.865,1.5585,1.9055
2023-01-15 19:00:00+00:00,27891,41.133,74.367,994.632,0.883,1.621,1.9225
2023-01-15 20:00:00+00:00,27891,40.766,75.133,993.796,1.223,2.0495,2.4305000000000003
2023-01-15 21:00:00+00:00,27891,40.733,75.1,992.811,1.132,1.926,2.3280000000000003
2023-01-15 22:00:00+00:00,27891,42.433,75.0,992.805,1.6875,2.6615,3.037
2023-01-15 23:00:00+00:00,27891,44.2,73.966,992.201,1.9965,3.069,3.511
2023-01-16 00:00:00+00:00,27891,46.767,73.0,992.62,2.616,3.77,4.389
2023-01-16 01:00:00+00:00,27891,47.0,73.0,993.08,2.2645,3.4215,4.0435
2023-01-16 02:00:00+00:00,27891,47.334,72.966,992.501,1.4585,2.4055,3.0
2023-01-16 03:00:00+00:00,27891,48.8,72.0,992.76,1.0365,1.8685,2.4265
2023-01-16 04:00:00+00:00,27891,50.166,71.966,992.926,0.842,1.5710000000000002,2.072
2023-01-16 05:00:00+00:00,27891,52.267,71.034,992.812,0.8215,1.5255,2.046
2023-01-16 06:00:00+00:00,27891,54.534,71.0,992.601,0.9705,1.7475,2.3085
2023-01-16 07:00:00+00:00,27891,56.034,71.0,992.285,1.388,2.356,2.9595
2023-01-16 08:00:00+00:00,27891,56.7,71.0,992.721,1.346,2.318,2.932
2023-01-16 09:00:00+00:00,27891,57.0,70.8,992.656,1.5605,2.6405000000000003,3.3285
2023-01-16 10:00:00+00:00,27891,58.233,70.0,992.69,1.9325,3.008,3.6485
2023-01-16 11:00:00+00:00,27891,59.0,70.0,992.524,2.8595,4.2935,5.008
2023-01-16 12:00:00+00:00,27891,58.933,70.0,992.996,3.458,4.9395,5.678
2023-01-16 13:00:00+00:00,27891,58.633,70.0,993.631,3.9205,5.6775,6.4775
2023-01-16 14:00:00+00:00,27891,57.733,70.3,994.321,4.202999999999999,6.3115000000000006,7.445
2023-01-16 15:00:00+00:00,27891,56.067,71.4,994.63,4.6905,6.7085,7.5905
2023-01-16 16:00:00+00:00,27891,52.6,73.367,994.934,6.4665,9.5795,10.648
2023-01-16 17:00:00+00:00,27891,46.2,76.567,994.347,5.206,7.5845,8.32
2023-01-16 18:00:00+00:00,27891,42.233,77.733,993.347,4.2505,6.1525,6.8025
2023-01-16 19:00:00+00:00,27891,35.167,80.633,992.005,3.1655,4.5405,5.1315
2023-01-16 20:00:00+00:00,27891,30.534,82.034,991.239,1.6365,2.5575,3.075
2023-01-16 21:00:00+00:00,27891,29.466,81.834,991.003,1.552,2.463,2.9735
2023-01-16 22:00:00+00:00,27891,27.133,81.0,990.88,1.742,2.6385,3.018
2023-01-16 23:00:00+00:00,27891,26.166,78.867,991.055,1.8845,2.8360000000000003,3.2035
2023-01-17 00:00:00+00:00,27891,27.933,76.1,991.378,3.06,4.519,4.989
2023-01-17 01:00:00+00:00,27891,29.633,74.7,991.775,4.3705,6.306,6.8865
2023-01-17 02:00:00+00:00,27891,32.467,74.0,992.045,2.4785,4.3005,5.3785
2023-01-17 03:00:00+00:00,27891,35.334,72.3,992.234,4.718500000000001,6.8085,7.521
2023-01-17 04:00:00+00:00,27891,42.133,67.267,992.359,6.055,9.029,10.2515
2023-01-17 05:00:00+00:00,27891,44.433,64.9,992.574,4.7845,6.98,7.840999999999999
2023-01-17 06:00:00+00:00,27891,46.084,63.367,992.555,5.4795,8.2825,9.6275
2023-01-17 07:00:00+00:00,27891,46.867,62.6,992.416,3.569,5.433,6.199
2023-01-17 08:00:00+00:00,27891,42.967,62.633,992.436,2.0985,3.4015000000000004,4.13
2023-01-17 09:00:00+00:00,27891,46.9,61.4,992.462,2.8585000000000003,4.406499999999999,5.155
